,Date,Time,Open,High,Low,Close,Volume
2000,2011/8/15,0:00:00,9130,9170,9080,9120,219635
1999,2011/8/16,0:00:00,9170,9200,9120,9140,417106
1998,2011/8/17,0:00:00,9080,9140,9050,9110,620452
1997,2011/8/18,0:00:00,9100,9100,8980,8990,668454
1996,2011/8/19,0:00:00,8810,8850,8760,8780,879129
1995,2011/8/22,0:00:00,8750,8810,8670,8670,589033
1994,2011/8/23,0:00:00,8740,8800,8680,8800,555129
1993,2011/8/24,0:00:00,8870,8880,8670,8720,1120720
1992,2011/8/25,0:00:00,8800,8900,8790,8830,558916
1991,2011/8/26,0:00:00,8790,8860,8790,8860,305721
1990,2011/8/29,0:00:00,8860,8980,8800,8910,336675
1989,2011/8/30,0:00:00,9010,9050,8990,9010,243712
1988,2011/8/31,0:00:00,8990,9020,8960,9020,200633
1987,2011/9/1,0:00:00,9050,9150,9050,9110,505109
1986,2011/9/2,0:00:00,9040,9070,8960,9000,361333
1985,2011/9/5,0:00:00,8880,8900,8810,8830,326743
1984,2011/9/6,0:00:00,8740,8760,8640,8640,452751
1983,2011/9/7,0:00:00,8790,8830,8750,8830,336166
1982,2011/9/8,0:00:00,8910,8930,8800,8850,237787
1981,2011/9/9,0:00:00,8820,8860,8780,8780,102004
1980,2011/9/12,0:00:00,8600,8630,8570,8600,489044
1979,2011/9/13,0:00:00,8620,8690,8600,8690,334279
1978,2011/9/14,0:00:00,8690,8720,8540,8580,803358
1977,2011/9/15,0:00:00,8710,8750,8690,8710,850166
1976,2011/9/16,0:00:00,8840,8920,8830,8900,838938
1975,2011/9/20,0:00:00,8800,8820,8750,8770,403982
1974,2011/9/21,0:00:00,8770,8820,8760,8790,346069
1973,2011/9/22,0:00:00,8690,8690,8600,8640,562892
1972,2011/9/26,0:00:00,8600,8610,8410,8410,1341460
1971,2011/9/27,0:00:00,8550,8700,8530,8700,1224370
1970,2011/9/28,0:00:00,8720,8780,8710,8750,347718
1969,2011/9/29,0:00:00,8650,8830,8620,8830,1308826
1968,2011/9/30,0:00:00,8830,8870,8770,8800,1027120
1967,2011/10/3,0:00:00,8660,8680,8570,8650,389512
1966,2011/10/4,0:00:00,8530,8590,8480,8580,374743
1965,2011/10/5,0:00:00,8640,8640,8470,8480,1000521
1964,2011/10/6,0:00:00,8600,8670,8590,8630,607450
1963,2011/10/7,0:00:00,8720,8780,8690,8690,338053
1962,2011/10/11,0:00:00,8890,8920,8870,8870,524253
1961,2011/10/12,0:00:00,8830,8890,8800,8850,604695
1960,2011/10/13,0:00:00,8950,8970,8910,8910,1009277
1959,2011/10/14,0:00:00,8880,8910,8860,8870,423018
1958,2011/10/17,0:00:00,8990,9030,8980,9010,596118
1957,2011/10/18,0:00:00,8860,8890,8840,8860,476853
1956,2011/10/19,0:00:00,8950,8950,8860,8890,100487
1955,2011/10/20,0:00:00,8860,8860,8790,8800,89199
1954,2011/10/21,0:00:00,8800,8820,8770,8800,69571
1953,2011/10/24,0:00:00,8880,8970,8880,8950,139783
1952,2011/10/25,0:00:00,8980,8990,8870,8890,1135751
1951,2011/10/26,0:00:00,8800,8920,8760,8850,531573
1950,2011/10/27,0:00:00,8890,9040,8850,9040,918885
1949,2011/10/28,0:00:00,9200,9210,9120,9140,1527879
1948,2011/10/31,0:00:00,9120,9270,9080,9080,1066749
1947,2011/11/1,0:00:00,9000,9060,8950,8970,738115
1946,2011/11/2,0:00:00,8830,8830,8760,8810,943444
1945,2011/11/4,0:00:00,8900,8930,8850,8920,342876
1944,2011/11/7,0:00:00,8890,8900,8860,8880,83634
1943,2011/11/8,0:00:00,8870,8880,8760,8770,326541
1942,2011/11/9,0:00:00,8830,8880,8800,8870,115829
1941,2011/11/10,0:00:00,8660,8690,8610,8630,712937
1940,2011/11/11,0:00:00,8650,8680,8610,8630,773159
1939,2011/11/14,0:00:00,8770,8780,8720,8740,236230
1938,2011/11/15,0:00:00,8660,8710,8650,8690,190043
1937,2011/11/16,0:00:00,8670,8690,8570,8580,380115
1936,2011/11/17,0:00:00,8550,8610,8520,8590,286035
1935,2011/11/18,0:00:00,8490,8520,8480,8520,401682
1934,2011/11/21,0:00:00,8480,8490,8460,8470,179549
1933,2011/11/22,0:00:00,8390,8470,8370,8450,292123
1932,2011/11/24,0:00:00,8300,8330,8270,8270,396677
1931,2011/11/25,0:00:00,8250,8310,8250,8280,364623
1930,2011/11/28,0:00:00,8390,8440,8370,8410,181802
1929,2011/11/29,0:00:00,8480,8600,8470,8600,651349
1928,2011/11/30,0:00:00,8520,8550,8480,8520,419040
1927,2011/12/1,0:00:00,8760,8780,8700,8720,823901
