,Date,Time,Open,High,Low,Close,Volume
2000,2011/8/15,0:00:00,11160,12120,11120,12110,49500
1999,2011/8/16,0:00:00,12120,12490,11630,11670,61600
1998,2011/8/17,0:00:00,11970,12200,11890,12000,35100
1997,2011/8/18,0:00:00,12090,12180,11980,12130,17800
1996,2011/8/19,0:00:00,11900,12420,11900,12300,30000
1995,2011/8/22,0:00:00,12360,12490,12000,12000,16700
1994,2011/8/23,0:00:00,12070,13210,12040,13110,51800
1993,2011/8/24,0:00:00,13100,13160,12330,12430,40400
1992,2011/8/25,0:00:00,12460,12850,12460,12640,30100
1991,2011/8/26,0:00:00,12890,12890,12550,12720,12900
1990,2011/8/29,0:00:00,12640,13100,12600,12950,21900
1989,2011/8/30,0:00:00,13120,13210,12900,12960,21100
1988,2011/8/31,0:00:00,13120,13430,13040,13270,44300
1987,2011/9/1,0:00:00,13520,13590,13230,13280,30500
1986,2011/9/2,0:00:00,13280,13310,12930,13130,30800
1985,2011/9/5,0:00:00,13030,13150,12930,13050,14400
1984,2011/9/6,0:00:00,12920,12920,12550,12650,30200
1983,2011/9/7,0:00:00,13010,13230,12960,13040,11700
1982,2011/9/8,0:00:00,13420,13620,13260,13400,19300
1981,2011/9/9,0:00:00,13290,13300,13150,13180,117000
1980,2011/9/12,0:00:00,12730,13000,12700,12940,13100
1979,2011/9/13,0:00:00,12900,12900,12150,12290,33400
1978,2011/9/14,0:00:00,12450,12640,12200,12240,17100
1977,2011/9/15,0:00:00,12260,12270,11700,11880,30000
1976,2011/9/16,0:00:00,11890,11980,11580,11810,30000
1975,2011/9/20,0:00:00,11670,11740,11600,11650,14500
1974,2011/9/21,0:00:00,11650,11990,11650,11840,22100
1973,2011/9/22,0:00:00,11650,11980,11610,11950,20200
1972,2011/9/26,0:00:00,11900,12030,11740,11810,31600
1971,2011/9/27,0:00:00,11920,11920,11630,11740,43700
1970,2011/9/28,0:00:00,11740,11740,11020,11060,61400
1969,2011/9/29,0:00:00,11070,11450,10970,11410,40300
1968,2011/9/30,0:00:00,11270,11450,11120,11220,19900
1967,2011/10/3,0:00:00,11270,11400,11200,11350,18900
1966,2011/10/4,0:00:00,11270,11500,11270,11450,19500
1965,2011/10/5,0:00:00,11440,11840,11420,11800,15100
1964,2011/10/6,0:00:00,11860,12040,11700,11810,13100
1963,2011/10/7,0:00:00,11850,11970,11750,11780,21000
1962,2011/10/11,0:00:00,11950,11950,11820,11940,9200
1961,2011/10/12,0:00:00,11810,11920,11500,11610,16200
1960,2011/10/13,0:00:00,11700,12220,11680,12150,18300
1959,2011/10/14,0:00:00,11920,12010,11730,11750,16400
1958,2011/10/17,0:00:00,11900,12140,11900,12120,15100
1957,2011/10/18,0:00:00,11970,12130,11960,12000,9000
1956,2011/10/19,0:00:00,12040,12060,11970,12000,10500
1955,2011/10/20,0:00:00,11950,12000,11750,11870,9400
1954,2011/10/21,0:00:00,11720,11950,11710,11840,11400
1953,2011/10/24,0:00:00,11800,12030,11790,11960,8400
1952,2011/10/25,0:00:00,11800,11820,11620,11680,8600
1951,2011/10/26,0:00:00,11550,11570,10820,11240,23800
1950,2011/10/27,0:00:00,10940,11360,10860,11260,23500
1949,2011/10/28,0:00:00,11220,11800,11150,11770,30700
1948,2011/10/31,0:00:00,11680,12230,11660,12070,24400
1947,2011/11/1,0:00:00,12000,12050,11700,11780,10000
1946,2011/11/2,0:00:00,11610,11790,11590,11610,21500
1945,2011/11/4,0:00:00,11700,11890,11670,11850,7700
1944,2011/11/7,0:00:00,12040,12150,11970,12120,14700
1943,2011/11/8,0:00:00,12040,12200,11990,12110,13600
1942,2011/11/9,0:00:00,12170,12490,12100,12250,16500
1941,2011/11/10,0:00:00,12030,12470,11980,12410,17600
1940,2011/11/11,0:00:00,12370,12430,12140,12290,9900
1939,2011/11/14,0:00:00,12430,12520,12360,12450,8900
1938,2011/11/15,0:00:00,12370,12380,12040,12080,17000
1937,2011/11/16,0:00:00,12120,12120,11710,11830,8800
1936,2011/11/17,0:00:00,11640,11780,11460,11680,12100
1935,2011/11/18,0:00:00,11470,11660,11420,11620,13100
1934,2011/11/21,0:00:00,11500,11870,11500,11630,4400
1933,2011/11/22,0:00:00,11420,11460,11310,11350,12300
1932,2011/11/24,0:00:00,11070,11160,10830,10860,25600
1931,2011/11/25,0:00:00,11050,11330,11020,11170,29200
1930,2011/11/28,0:00:00,11470,11690,11360,11470,14200
1929,2011/11/29,0:00:00,11640,11810,11640,11800,21700
1928,2011/11/30,0:00:00,11790,11790,11380,11600,19000
1927,2011/12/1,0:00:00,11620,11730,11450,11480,15500
1926,2011/12/2,0:00:00,11350,11370,11160,11240,10900
1925,2011/12/5,0:00:00,11320,11450,11200,11250,8600
1924,2011/12/6,0:00:00,11210,11290,11060,11060,21200
1923,2011/12/7,0:00:00,11240,11330,11140,11150,14700
1922,2011/12/8,0:00:00,11170,11190,10880,11060,14600
1921,2011/12/9,0:00:00,10850,11060,10840,10910,143800
1920,2011/12/12,0:00:00,11020,11100,10950,11050,11800
1919,2011/12/13,0:00:00,10980,11230,10920,11180,15400
1918,2011/12/14,0:00:00,11350,11500,11130,11130,20400
1917,2011/12/15,0:00:00,11100,11120,10930,10930,9500
1916,2011/12/16,0:00:00,11030,11030,10850,10870,17700
1915,2011/12/19,0:00:00,10910,10910,10470,10560,32100
1914,2011/12/20,0:00:00,10570,10700,10410,10580,12800
1913,2011/12/21,0:00:00,10590,10590,10480,10540,9500
1912,2011/12/22,0:00:00,10570,10790,10570,10680,18200
1911,2011/12/26,0:00:00,10660,10660,10490,10600,8800
1910,2011/12/27,0:00:00,10700,10830,10700,10730,9000
1909,2011/12/28,0:00:00,10730,10750,10540,10560,10700
1908,2011/12/29,0:00:00,10550,10570,10450,10530,8400
1907,2011/12/30,0:00:00,10500,10550,10480,10540,2600
1906,2012/1/4,0:00:00,10810,10980,10770,10960,25200
1905,2012/1/5,0:00:00,10980,10980,10730,10730,16000
1904,2012/1/6,0:00:00,10750,10770,10600,10630,14300
1903,2012/1/10,0:00:00,10870,10870,10510,10540,16100
1902,2012/1/11,0:00:00,10490,10540,10410,10420,15000
1901,2012/1/12,0:00:00,10430,10580,10420,10460,12200
1900,2012/1/13,0:00:00,10460,10460,10160,10340,18500
1899,2012/1/16,0:00:00,10300,10500,10290,10360,11200
1898,2012/1/17,0:00:00,10340,10420,10280,10360,9000
1897,2012/1/18,0:00:00,10330,10330,10080,10090,24400
1896,2012/1/19,0:00:00,10100,10300,10020,10270,20400
1895,2012/1/20,0:00:00,10440,10730,10430,10710,17400
1894,2012/1/23,0:00:00,10630,10780,10590,10640,10300
1893,2012/1/24,0:00:00,10770,10850,10700,10700,5700
1892,2012/1/25,0:00:00,10770,10880,10650,10860,15800
1891,2012/1/26,0:00:00,10740,10860,10720,10790,11500
1890,2012/1/27,0:00:00,10030,10340,10030,10260,53100
1889,2012/1/30,0:00:00,10250,10310,10150,10160,22800
1888,2012/1/31,0:00:00,10160,10390,10120,10270,12800
1887,2012/2/1,0:00:00,10320,10370,10230,10250,9400
1886,2012/2/2,0:00:00,10350,10500,10310,10390,11200
1885,2012/2/3,0:00:00,10420,10460,10380,10390,10200
1884,2012/2/6,0:00:00,10490,10550,10350,10370,9100
1883,2012/2/7,0:00:00,10410,10670,10410,10580,19200
1882,2012/2/8,0:00:00,10640,10700,10550,10700,27100
1881,2012/2/9,0:00:00,10760,10950,10760,10920,15800
1880,2012/2/10,0:00:00,10930,10930,10750,10800,10600
1879,2012/2/13,0:00:00,10850,10850,10740,10760,7600
1878,2012/2/14,0:00:00,10680,10800,10630,10760,8400
