Date,Open,High,Low,Close,Adj Close,Volume
2006/12/21,17040.92969,17109.16992,17010.03906,17047.83008,17047.83008,147200
2006/12/22,17011.41992,17104.96094,16992.76953,17104.96094,17104.96094,117100
2006/12/25,17104.80078,17122.48047,17056.68945,17092.89063,17092.89063,86900
2006/12/26,17070.32031,17185.71094,17056.58984,17169.18945,17169.18945,114000
2006/12/27,17207.11914,17260.57031,17207.11914,17223.15039,17223.15039,118900
2006/12/28,17290.10938,17301.68945,17163.75,17224.81055,17224.81055,130600
2006/12/29,17228.49023,17281.18945,17225.83008,17225.83008,17225.83008,75300
2007/1/4,17322.5,17379.46094,17315.75977,17353.66992,17353.66992,80100
2007/1/5,17315.53906,17327.13086,17011.09961,17091.58984,17091.58984,158600
2007/1/9,17018.89063,17261.0293,16983.9707,17237.76953,17237.76953,142400
2007/1/10,17192.41992,17199.41992,16847.57031,16942.40039,16942.40039,133500
2007/1/11,16958.57031,17057.44922,16758.46094,16838.16992,16838.16992,121900
2007/1/12,16979.73047,17160.76953,16941.39063,17057.00977,17057.00977,139400
2007/1/15,17160.25,17273.58008,17144.43945,17209.91992,17209.91992,124400
2007/1/16,17190.90039,17287.96094,17175.84961,17202.46094,17202.46094,128500
2007/1/17,17153.25,17335.0293,17002.66992,17261.34961,17261.34961,147000
2007/1/18,17248.14063,17408.61914,17220.41992,17370.92969,17370.92969,148800
2007/1/19,17340.38086,17378.21094,17242.76953,17310.43945,17310.43945,121400
2007/1/22,17429.90039,17484.58984,17401.32031,17424.17969,17424.17969,125600
2007/1/23,17350.31055,17442,17321.28906,17408.57031,17408.57031,161200
2007/1/24,17505.31055,17553.0293,17498.35938,17507.40039,17507.40039,192300
2007/1/25,17604.59961,17617.64063,17427.53906,17458.30078,17458.30078,158900
2007/1/26,17368.05078,17421.92969,17300.83984,17421.92969,17421.92969,134400
2007/1/29,17393.18945,17489.58984,17319.36914,17470.46094,17470.46094,149200
2007/1/30,17510,17558.5293,17452.63086,17490.18945,17490.18945,155000
2007/1/31,17493.83008,17497.85938,17275.83984,17383.41992,17383.41992,146100
2007/2/1,17377.0293,17543.96094,17361.00977,17519.5,17519.5,167800
2007/2/2,17569.16016,17633.60938,17532.64063,17547.10938,17547.10938,162000
2007/2/5,17531.41016,17531.41016,17294.98047,17344.80078,17344.80078,152400
2007/2/6,17384.5,17433.26953,17345.09961,17406.85938,17406.85938,157000
2007/2/7,17367.91016,17374.82031,17199.66016,17292.32031,17292.32031,172200
2007/2/8,17368.34961,17400.34961,17212.7793,17292.48047,17292.48047,141700
2007/2/9,17339.56055,17545.71094,17274.89063,17504.33008,17504.33008,159500
2007/2/13,17481.76953,17628.0293,17440.42969,17621.44922,17621.44922,169900
2007/2/14,17662.28906,17789.91992,17648.81055,17752.64063,17752.64063,164900
2007/2/15,17891.24023,17911.58008,17815.16992,17897.23047,17897.23047,151400
2007/2/16,17828.7793,17884.89063,17793.34961,17875.65039,17875.65039,137600
2007/2/19,17835.13086,17974,17810.05078,17940.08984,17940.08984,136900
2007/2/20,17919.33008,17953.0293,17828.94922,17939.11914,17939.11914,152300
2007/2/21,17896.59961,17968.25977,17850.08984,17913.21094,17913.21094,211200
2007/2/22,18033.23047,18132.83984,18024.48047,18108.78906,18108.78906,183200
2007/2/23,18113.56055,18239.13086,18046.41992,18188.41992,18188.41992,193400
2007/2/26,18219.75,18300.39063,18145.41992,18215.34961,18215.34961,194900
2007/2/27,18239.30078,18272.67969,18073.2207,18119.91992,18119.91992,197900
2007/2/28,17843.60938,17843.60938,17382.78906,17604.11914,17604.11914,250300
2007/3/1,17542.23047,17557.41992,17261.59961,17453.50977,17453.50977,222300
2007/3/2,17351.40039,17356.44922,17160.42969,17217.92969,17217.92969,198100
2007/3/5,16992.43945,16992.43945,16532.91016,16642.25,16642.25,210900
2007/3/6,16654.84961,16882.91992,16649.09961,16844.5,16844.5,210000
2007/3/7,16982.30078,16988.00977,16731.76953,16764.61914,16764.61914,217400
2007/3/8,16729.78906,17090.31055,16685.94922,17090.31055,17090.31055,179300
2007/3/9,17224.66992,17246.21094,17100.74023,17164.03906,17164.03906,231600
